date, pm25, o3
2019-12-11,13,38
2019-12-10,13,35
2019-12-09,13,52
2019-12-08,13,30
2019-12-07,13,42
2019-12-06,13,48
2019-12-05,13,38
2019-12-04,13,33
2019-12-03,13,30
2019-12-02,13,30
2019-11-30,13,38
2019-11-29,13,30
2019-11-28, ,20
2019-11-27, ,22
2019-11-26, ,28
2019-11-25, ,26
2019-11-24, ,33
2019-11-22, , 
2019-11-21, ,20
2019-11-20, ,26
2019-11-19, ,28
2019-11-18, ,20
2019-11-17, ,28
2019-11-16, ,23
2019-11-15, ,26
2019-11-14, ,11
2019-11-13, ,27
2019-11-12, ,36
2019-11-11, ,38
2019-11-10, ,26
2019-11-09, ,24
2019-11-08, ,25
2019-11-07, ,28
2019-11-06, ,29
2019-11-05, ,48
2019-11-04, ,27
2019-11-03, ,23
2019-11-02, ,33
2019-11-01, ,13
2019-10-31, , 
2019-10-26, ,31
2019-10-25, ,69
2019-10-24, ,53
2019-10-23, ,35
2019-10-22, ,28
2019-10-21, ,22
2019-10-20, ,52
2019-10-19, ,38
2019-10-18, ,36
2019-10-17, ,51
2019-10-16, ,61
2019-10-15, ,67
2019-10-14, ,65
2019-10-13, ,31
2019-10-12, ,63
2019-10-11, ,84
2019-10-10, ,59
2019-10-09, ,48
2019-10-08, ,59
2019-10-07, ,65
2019-10-06, ,65
2019-10-05, ,63
2019-10-04, ,59
2019-10-03, ,44
2019-10-02, ,45
2019-10-01, ,36
2019-09-30, ,40
2019-09-29, ,34
2019-09-28, ,70
2019-09-27, ,64
2019-09-26, ,74
2019-09-25, ,80
2019-09-24, ,85
2019-09-23, ,70
2019-09-21, ,20
2019-09-20, ,34
2019-09-19, ,31
2019-09-18, ,62
2019-09-17, ,74
2019-09-14, ,21
2019-09-13, ,46
2019-09-12, ,52
2019-09-11, ,59
2019-09-10, ,74
2019-09-09, ,134
2019-09-08, ,89
2019-09-07, ,83
2019-09-06, ,67
2019-09-05, ,80
2019-09-04, ,84
2019-09-03, ,73
2019-09-02, ,82
2019-09-01, ,74
2019-08-31, ,80
2019-08-30, ,88
2019-08-29, ,58
2019-08-28, ,70
2019-08-27, ,62
2019-08-26, ,41
2019-08-25, ,52
2019-08-24, ,75
2019-08-23, ,41
2019-08-22, ,53
2019-08-21, ,69
2019-08-20, ,62
2019-08-19, ,63
2019-08-18, ,91
2019-08-17, ,43
2019-08-16, ,40
2019-08-15, ,94
2019-08-13, ,30
2019-08-12, ,77
2019-08-11, ,51
2019-08-10, ,62
2019-08-09, ,11
2019-08-08, ,66
2019-08-07, ,132
2019-08-06, ,77
2019-08-05, ,93
2019-08-02, ,47
2019-08-01, ,64
2019-07-31, ,79
2019-07-30, ,75
2019-07-29, ,129
2019-07-28, ,18
2019-07-27, ,60
2019-07-26, ,60
2019-07-25, ,78
2019-07-24, ,56
2019-07-23, ,68
2019-07-22, ,74
2019-07-21, ,65
2019-07-20, ,38
2019-07-19, ,65
2019-07-18,54,94
2019-07-17,44,88
2019-07-16,39,73
2019-07-15,31,78
2019-07-14,35,114
2019-07-13,37,86
2019-07-12,49,48
2019-07-11,49,95
2019-07-10,49,117
2019-07-09,47,113
2019-07-08,55,122
2019-07-07,52,79
2019-07-06,42,89
2019-07-05,48,86
2019-07-04,47,108
2019-07-03,44,95
2019-07-02,49,112
2019-07-01,46,134
2019-06-30,52,109
2019-06-29,52,99
2019-06-28,49,52
2019-06-27,51,94
2019-06-26,65,107
2019-06-25,67,67
2019-06-24,61,68
2019-06-23,76,81
2019-06-22,70,90
2019-06-21,65,56
2019-06-20,52,80
2019-06-19,51,63
2019-06-18,60,39
2019-06-17,67,78
2019-06-16,64,47
2019-06-15,57,41
2019-06-14,63,68
2019-06-13,59,55
2019-06-12,65,67
2019-06-11,80,54
2019-06-10,75,81
2019-06-09,80,81
2019-06-08,77,79
2019-06-07,74,30
2019-06-06,82,75
2019-06-05,63,49
2019-06-04,69,59
2019-06-03,100,54
2019-06-02,57,60
2019-06-01,131,56
2019-05-31, ,29
2019-05-30, ,54
2019-05-29, ,48
2019-05-28,117,45
2019-05-27,116,44
2019-05-26,91,50
2019-05-25,87,66
2019-05-24,84, 
2019-05-23,64,27
2019-05-22,54,42
2019-05-21,71,38
2019-05-20,58,39
2019-05-19,72,40
2019-05-18,86,35
2019-05-17,102,39
2019-05-16,94,47
2019-05-15,73,47
2019-05-14,94,32
2019-05-13,71,33
2019-05-12,61,29
2019-05-11,92,32
2019-05-10,96,41
2019-05-09,49,43
2019-05-08,63,39
2019-05-07,60,47
2019-05-06,71,44
2019-05-05,59,34
2019-05-04,46,35
2019-05-03,56,34
2019-05-02,56,48
2019-05-01,96,17
2019-04-30,91,55
2019-04-29,79,52
2019-04-28,79,46
2019-04-27,84,47
2019-04-26,67,51
2019-04-25,69,65
2019-04-24,74,27
2019-04-23,61,40
2019-04-22,55,38
2019-04-21,86, 
2019-04-20,66,7
2019-04-19,51,41
2019-04-18,67,48
2019-04-17,90,36
2019-04-16,84,43
2019-04-15,76,46
2019-04-14,65,65
2019-04-13,82,52
2019-04-12,69,18
2019-04-11,62,48
2019-04-10,68,53
2019-04-09,69,51
2019-04-08,73,59
2019-04-07,65,50
2019-04-06,55,41
2019-04-05,68,42
2019-04-04,66,43
2019-04-03,64,40
2019-04-02,44,45
2019-04-01,56,43
2019-03-31,74,56
2019-03-30,74,64
2019-03-29,86,49
2019-03-28,81,72
2019-03-27,80,55
2019-03-26,82,55
2019-03-25,63,57
2019-03-24,48,48
2019-03-23,49,41
2019-03-22,31,31
2019-03-21,54,32
2019-03-20,44,35
2019-03-19,64,45
2019-03-18,75,31
2019-03-17,63,32
2019-03-16,73,29
2019-03-15,73,30
2019-03-14,68,39
2019-03-13,77,34
2019-03-12,90,34
2019-03-11,69,43
2019-03-10,69,42
2019-03-09,73,37
2019-03-08,76,39
2019-03-07,74,39
2019-03-06,83,18
2019-03-05,65,60
2019-03-04,66,36
2019-03-03,64,46
2019-03-02,51,43
2019-03-01,64,16
2019-02-28,56,43
2019-02-27,69,33
2019-02-26,61,31
2019-02-25,88,20
2019-02-24,50, 
2019-02-23,33,5
2019-02-22,69,16
2019-02-21,53,18
2019-02-20,52,22
2019-02-19,55,20
2019-02-18,55,25
2019-02-17,76,28
2019-02-16,56,35
2019-02-15,59,16
2019-02-14,60,15
2019-02-13,65,33
2019-02-12,59,50
2019-02-11,77,27
2019-02-10,75,37
2019-02-09,108,40
2019-02-08,90,3
2019-02-07,80,60
2019-02-06,78,39
2019-02-05,82,40
2019-02-04,82,44
2019-02-03,97,37
2019-02-02,54,39
2019-02-01,63,29
2019-01-31,55,28
2019-01-30,71,38
2019-01-29,106,45
2019-01-28,59,45
2019-01-27,53,41
2019-01-26,70,29
2019-01-25,100,31
2019-01-24,66,39
2019-01-23,89,36
2019-01-22,97,40
2019-01-21,50,48
2019-01-20,106,34
2019-01-19,64,40
2019-01-18,63,3
2019-01-17,112,31
2019-01-16,69,39
2019-01-15,62,31
2019-01-14,75,32
2019-01-13,76,33
2019-01-12,73,37
2019-01-11,69,29
2019-01-10,92,48
2019-01-09,105,42
2019-01-08,84,52
2019-01-07,30,38
2019-01-06, ,30
2019-01-02,234, 
2019-01-01, ,3
2018-12-31,60,28
2018-12-30,100,37
2018-12-29,104,30
2018-12-28,68,21
2018-12-27,81,27
2018-12-26,257,65
2018-12-25,109,48
2018-12-24,155,80
2018-12-23,137,76
2018-12-22,77,55
2018-12-21,111,50
2018-12-20,61,41
2018-12-19,64,34
2018-12-18,100,53
2018-12-17,105,64
2018-12-16,62,59
2018-12-15,68,43
2018-12-14,46,24
2018-12-13,91,19
2018-12-12,100,48
2018-12-11,68,39
2018-12-10,69,43
2018-12-09,42,29
2018-12-08,81,29
2018-12-07,70,43
2018-12-06,80,42
2018-12-05,90,42
2018-12-04,97,69
2018-12-03,61,70
2018-12-02,83,3
2018-12-01,42,37
2018-11-30,28,23
2018-11-29,43,16
2018-11-28,76,37
2018-11-27,101,53
2018-11-26,68,38
2018-11-25,112,38
2018-11-24,87,73
2018-11-23,81,73
2018-11-22,94,66
2018-11-21,99,56
2018-11-20,78,53
2018-11-19,104,64
2018-11-18,85,82
2018-11-17,96,53
2018-11-16,56,55
2018-11-15,32,38
2018-11-14,61,54
2018-11-13,59,31
2018-11-12,55,64
2018-11-11,80,74
2018-11-10,71,60
2018-11-09,63,55
2018-11-08,59,45
2018-10-20,26,25
2018-10-19,24,32
2018-10-18,42,39
2018-10-17,5,16
2018-10-16, ,26
2018-10-15, ,61
2018-10-14, ,93
2018-10-13, ,88
2018-10-12, ,86
2018-10-11, ,93
2018-10-10, ,62
2018-10-09, ,52
2018-10-08, ,75
2018-10-07, ,75
2018-10-06, ,59
2018-10-05, ,65
2018-10-04, ,49
2018-10-03, ,49
2018-10-02, ,48
2018-10-01, ,23
2018-09-30, ,49
2018-09-29, ,42
2018-09-28, ,55
2018-09-27, ,58
2018-09-26, ,54
2018-09-25, ,55
2018-09-24, ,74
2018-09-23, ,60
2018-09-22, ,67
2018-09-21, ,62
2018-09-20, ,77
2018-09-19, ,73
2018-09-18, ,37
2018-09-17, ,46
2018-09-16, ,43
2018-09-15, ,64
2018-09-14, ,67
2018-09-13, ,49
2018-09-12, ,60
2018-09-05, ,38
2018-09-04, ,72
2018-09-03, ,52
2018-09-02, ,51
2018-09-01, ,4
2018-08-31, ,42
2018-08-30,58,35
2018-08-29,62,54
2018-08-28,71,54
2018-08-27,64,64
2018-08-26,70,43
2018-08-25,58,58
2018-08-24, ,48
2018-08-23, ,42
2018-08-22, ,43
2018-08-21,52,45
2018-08-20,66,46
2018-08-19,64,52
2018-08-18,67,51
2018-08-17,82,48
2018-08-16,56,48
2018-08-15, ,43
2018-08-14, ,39
2018-08-13, ,40
2018-08-12, ,63
2018-08-11, ,67
2018-08-10, ,65
2018-08-09, ,68
2018-08-08, ,41
2018-08-07, ,32
2018-08-06, ,30
2018-08-05, ,43
2018-08-04, ,62
2018-08-03, ,75
2018-08-02, ,48
2018-08-01, ,49
2018-07-31, ,60
2018-07-30, ,66
2018-07-28, ,67
2018-07-27, ,83
2018-07-26, ,54
2018-07-25, ,84
2018-07-24, ,90
2018-07-23, ,104
2018-07-22, ,56
2018-07-21, ,54
2018-07-20, ,27
2018-07-19, ,38
2018-07-18, ,75
2018-07-17, ,53
2018-07-16, ,44
2018-07-15, ,44
2018-07-14, ,48
2018-07-13, ,49
2018-07-12, ,37
2018-07-11, ,51
2018-07-10, ,44
2018-07-09,54,39
2018-07-08,86,48
2018-07-07,86,35
2018-07-06,86,41
2018-07-05,86,47
2018-07-04,86,83
2018-07-03,86,75
2018-07-02,86,55
2018-07-01, ,52
2018-06-30,70, 
2018-06-29,52,21
2018-06-28,41,60
2018-06-27,45,48
2018-06-26,43,41
2018-06-25,56,36
2018-06-24, ,17
2018-06-23,67, 
2018-06-22,55,48
2018-06-21,49,48
2018-06-20,39,41
2018-06-19,58,37
2018-06-18,52,61
2018-06-17,44,58
2018-06-16,56,51
2018-06-15,57,55
2018-06-14,48,78
2018-06-13, ,24
2018-06-12, ,29
2018-06-11, ,21
2018-06-09,103, 
2018-06-08,177, 
2018-06-07,132, 
2018-06-06,109, 
2018-06-05,94,121
2018-06-04,134, 
2018-06-03,109, 
2018-06-02,115, 
2018-06-01,131, 
2018-05-31,99, 
2018-04-12,111, 
2018-04-11,119,24
2018-04-10,95,36
2018-04-09,87,38
2018-04-08,81,38
2018-04-07,87,35
2018-04-06,92,25
2018-04-05,96,32
2018-04-04,87,42
2018-04-03,88,42
2018-04-02,121,27
2018-04-01,100,17
2018-03-31,96,37
2018-03-30,105,32
2018-03-29,112,37
2018-03-28,110,33
2018-03-27,113,41
2018-03-26,96,44
2018-03-25,109,45
2018-03-24,123,57
2018-03-23,106,50
2018-03-22,111,53
2018-03-21,107,43
2018-03-20,84,48
2018-03-19,82,40
2018-03-18,105,40
2018-03-17,104,39
2018-03-16,137,38
2018-03-15,118,33
2018-03-14,117,30
2018-03-13,119,40
2018-03-12,91,57
2018-03-11,96,87
2018-03-10,96,48
2018-03-09,105,44
2018-03-08,111,44
2018-03-07,108,87
2018-03-06,106,53
2018-03-05,83,55
2018-03-04,122,60
2018-03-03,117,85
2018-03-02,114,89
2018-03-01,104,80
2018-02-28,95,49
2018-02-27,84,57
2018-02-26,74,55
2018-02-25,84,41
2018-02-24,90,32
2018-02-23,99,41
2018-02-22,88,45
2018-02-21,71,50
2018-02-20,90,36
2018-02-19,82,40
2018-02-18,100,56
2018-02-17,131,72
2018-02-16,106,92
2018-02-15,86,70
2018-02-14, ,50
2018-02-13,106, 
2018-02-12,87,2
2018-02-11,71,31
2018-02-10,69,36
2018-02-09,105,19
2018-02-08,103,36
2018-02-07,114,38
2018-02-06,86,48
2018-02-05,85,60
2018-02-04,119,46
2018-02-03,107,47
2018-02-02,137,43
2018-02-01,93,35
2018-01-31,67,26
2018-01-30,51,35
2018-01-29,77,24
2018-01-28,131,36
2018-01-27,114,65
2018-01-26,78,46
2018-01-25,105,29
2018-01-24,133,46
2018-01-23,130,45
2018-01-22,109,48
2018-01-21,99,50
2018-01-20,103,40
2018-01-19,126,35
2018-01-18,132,47
2018-01-17,154,69
2018-01-16,134,73
2018-01-15,114,35
2018-01-14,152,55
2018-01-13,139,64
2018-01-12,95,57
2018-01-11,136,44
2018-01-10,127,67
2018-01-09,133,61
2018-01-08, ,68
2017-12-21,120, 
2017-12-20,123,52
2017-12-19,104,38
2017-12-18,83,33
2017-12-17,66,23
2017-12-16,115,9
2017-12-15,139,37
2017-12-14,141,42
2017-12-13,148,56
2017-12-12,101,54
2017-12-11,102,28
2017-12-10,92,38
2017-12-09,96,38
2017-12-08,132,24
2017-12-07,155,35
2017-12-06,138,88
2017-12-05, ,62
2017-12-04,156, 
2017-12-03,158,52
2017-12-02,123,79
2017-12-01,121,46
2017-11-30,143,51
2017-11-29,159,68
2017-11-28,103,78
2017-11-27,127,57
2017-11-26,151,58
2017-11-25,131,76
2017-11-24,109,66
2017-11-23,107,58
2017-11-22,107,44
2017-11-21,113,12
2017-11-20,122,65
2017-11-19,139,47
2017-11-18,141,79
2017-11-17,119,52
2017-11-16,110,48
2017-11-15,83,31
2017-11-14,84,35
2017-11-13,102,34
2017-11-12,121,36
2017-11-11,118,63
2017-11-10,138,89
2017-11-09,136,95
2017-11-08,140,69
2017-11-07,130,84
2017-11-06,105,62
2017-11-05,95,46
2017-11-04,104,49
2017-11-03,95,53
2017-11-02, ,67
2017-11-01,93, 
2017-10-31,91,28
2017-10-30,105,25
2017-10-29,126,56
2017-10-28,101,68
2017-10-27,78,56
2017-10-26,66,43
2017-10-25,76,40
2017-10-24,88,35
2017-10-23,86,37
2017-10-22,106,47
2017-10-21,97,68
2017-10-20,126,53
2017-10-19,85,71
2017-10-18,61,50
2017-10-17,59,35
2017-10-16,99,30
2017-10-15,79,41
2017-10-14,72,43
2017-10-13,60,30
2017-10-12,63,35
2017-10-11,81,33
2017-10-10,77,40
2017-10-09,57,43
2017-10-08,68,37
2017-10-07,72,29
2017-10-06,54,34
2017-10-05,60,26
2017-10-04,54,20
2017-10-03,67,33
2017-10-02,32,3
2017-10-01,69,21
2017-09-30,63,26
2017-09-29,82,31
2017-09-28,85,47
2017-09-27,68,32
2017-09-26,46,19
2017-09-25,42,21
2017-09-24,55,21
2017-09-23,75,34
2017-09-22,76,37
2017-09-21,78,62
2017-09-20,84,58
2017-09-19,77,47
2017-09-18,76,50
2017-09-17,85,82
2017-09-16,97,107
2017-09-15,99,97
2017-09-14,98,62
2017-09-13,100,60
2017-09-12,56,39
2017-09-11,44,23
2017-09-06,50,12
2017-09-05,70,23
2017-09-04,63,31
2017-09-03,72,26
2017-09-02,65,32
2017-09-01,37,18
2017-08-31,28,13
2017-08-30,55,29
2017-08-29,71,39
2017-08-28,72,44
2017-08-27,102,69
2017-08-26,80,54
2017-08-25,73,60
2017-08-24,92,60
2017-08-23,86,41
2017-08-22,71,42
2017-08-21,78,43
2017-08-20,68,45
2017-08-19,69,48
2017-08-18,71,32
2017-08-17,71,71
2017-08-16,78,77
2017-08-15, ,73
2017-08-14, ,56
2017-08-13, ,49
2017-08-12, ,35
2017-08-11, ,27
2017-08-10, ,46
2017-08-09, ,50
2017-08-08, ,69
2017-08-07, ,54
2017-08-06, ,63
2017-08-05, ,71
2017-08-04, ,51
2017-08-03, ,58
2017-08-02, ,57
2017-08-01, ,51
2017-07-31, ,48
2017-07-30, ,58
2017-07-29, ,54
2017-07-28, ,47
2017-07-27, ,46
2017-07-26, ,39
2017-07-25, ,42
2017-07-24, ,56
2017-07-23, ,53
2017-07-22, ,40
2017-07-21, ,43
2017-07-20, ,50
2017-07-19, ,62
2017-07-18, ,84
2017-07-17, ,66
2017-07-16, ,51
2017-07-15, ,46
2017-07-14, ,31
2017-07-13, ,39
2017-07-12, ,27
2017-07-11, ,38
2017-07-10, ,41
2017-07-09, ,36
2017-07-08, ,44
2017-07-07, ,58
2017-07-06, ,107
2017-07-05, ,44
2017-07-04, ,38
2017-07-03, ,39
2017-07-02, ,39
2017-07-01, ,6
2017-06-30, ,46
2017-06-29, ,58
2017-06-28, ,24
2017-06-27, ,43
2017-06-26, ,88
2017-06-25, ,51
2017-06-24, ,77
2017-06-23, ,72
2017-06-22, ,128
2017-06-21, ,65
2017-06-20, ,57
2017-06-19, ,69
2017-06-18, ,64
2017-06-17, ,87
2017-06-16, ,107
2017-06-15, ,67
2017-06-14, ,61
2017-06-13, ,96
2017-06-12, ,155
2017-06-11, ,97
2017-06-10, ,115
2017-06-09, ,133
2017-06-08, ,98
2017-06-07, ,95
2017-06-06, ,104
2017-06-05, ,109
2017-06-04, ,106
2017-06-03, ,84
2017-06-02, ,94
2017-06-01, ,126
2017-05-31, ,125
2017-05-30, ,82
2017-05-29, ,103
2017-05-28, ,95
2017-05-27, ,136
2017-05-26, ,126
2017-05-25, ,93
2017-05-24, ,105
2017-05-23, ,97
2017-05-22, ,92
2017-05-21, ,117
2017-05-20, ,97
2017-05-19, ,52
2017-05-18, ,12
2017-05-17, ,28
2017-05-16, ,31
2017-05-15, ,33
2017-05-14, ,36
2017-05-13, ,9
2017-05-12, ,33
2017-05-11, ,36
2017-05-10, ,11
2017-05-09, ,20
2017-05-08, ,18
2017-05-07, ,20
2017-05-06, ,10
2017-05-05, ,22
2017-05-04, ,27
2017-05-03, ,19
2017-05-02, ,21
2017-05-01, ,11
2017-04-30, ,26
2017-04-29, ,25
2017-04-28, ,25
2017-04-27, ,30
2017-04-26, ,24
2017-04-25, ,21
2017-04-24, ,21
2017-04-21, , 
2017-04-20, ,23
2017-04-19, ,20
2017-04-18, ,21
2017-04-13, , 
2017-04-12, ,19
2017-04-11, ,17
2017-04-10, ,18
2017-04-09, , 
2017-04-08, ,20
2017-04-07, ,20
2017-04-06, ,19
2017-04-05, ,4
2017-04-04, ,20
2017-04-03, ,15
2017-03-31, , 
2017-03-30, ,24
2017-03-29, , 
2017-03-28, ,22
2017-03-27, ,27
2017-03-26, , 
2017-03-25, ,9
2017-03-24, ,23
2017-03-23, ,23
2017-03-22, ,28
2017-03-21, ,19
2017-03-20, ,23
2017-03-19, ,21
2017-03-18, ,10
2017-03-17, ,26
2017-03-16, ,23
2017-03-15, ,22
2017-03-14, ,19
2017-03-13, ,19
2017-03-12, ,9
2017-03-11, , 
2017-03-10, ,13
2017-03-09, ,22
2017-03-08, ,18
2017-03-07, ,27
2017-03-06, ,21
2017-03-05, ,19
2017-03-04, ,22
2017-03-03, ,18
2017-03-02, ,8
2017-03-01, ,26
2017-02-28, ,22
2017-02-27, ,21
2017-02-26, ,21
2017-02-25, ,21
2017-02-24, ,27
2017-02-23, ,18
2017-02-22, ,25
2017-02-21, ,22
2017-02-20, ,17
2017-02-19, ,12
2017-02-18, ,7
2017-02-17, ,13
2017-02-16, ,13
2017-02-15, ,18
2017-02-14, ,18
2017-02-13, ,19
2017-02-12, ,26
2017-02-11, ,26
2017-02-10, ,23
2017-02-09, ,21
2017-02-08, ,3
2017-02-07, ,3
2017-02-03, , 
2017-02-02, ,12
2017-02-01, ,2
2017-01-31, ,16
2017-01-30, ,20
2017-01-29, , 
2017-01-28, ,3
2017-01-27, ,21
2017-01-26, ,24
2017-01-25, ,17
2017-01-24, ,22
2017-01-23, ,23
2017-01-22, , 
2017-01-21, ,19
2017-01-20, ,14
2017-01-19, ,14
2017-01-18, ,6
2017-01-17, ,9
2017-01-16, ,15
2017-01-15, ,18
2017-01-12, , 
2017-01-11, ,32
2017-01-10, ,24
2017-01-09, ,22
2017-01-08, ,19
2017-01-07, ,22
2017-01-06, ,5
2017-01-05, ,21
2017-01-04, ,37
2017-01-03, ,17
2017-01-02, , 
2017-01-01, ,8
2016-12-31, ,19
2016-12-30, ,8
2016-12-29, ,20
2016-12-28, ,21
2016-12-27, ,26
2016-12-26, ,21
2016-12-25, ,26
2016-12-24, ,28
2016-12-23, ,27
2016-12-22, ,3
2016-12-21, ,18
2016-12-20, ,17
2016-12-19, ,21
2016-12-18, ,26
2016-12-17, ,24
2016-12-16, ,33
2016-12-15, ,26
2016-12-14, ,31
2016-12-13, ,26
2016-12-08, , 
2016-12-07, ,25
2016-12-06, ,25
2016-12-05, ,19
2016-12-04, ,10
2016-12-03, ,5
2016-12-01, , 
2016-11-30, ,18
2016-11-29, ,15
2016-11-28, ,30
2016-11-27, ,23
2016-11-26, ,23
2016-11-25, ,23
2016-11-24, ,25
2016-11-23, ,30
2016-11-22, ,38
2016-11-21, ,31
2016-11-20, ,25
2016-11-19, ,20
2016-11-18, ,20
2016-11-15, , 
2016-11-14, ,20
2016-11-13, ,8
2016-11-12, ,9
2016-11-11, ,13
2016-11-10, ,13
2016-11-09, ,18
2016-11-08, ,20
2016-11-07, ,28
2016-11-06, ,33
2016-11-05, ,21
2016-11-04, ,16
2016-11-03, ,22
2016-11-02, ,38
2016-11-01, ,33
2016-10-31, ,29
2016-10-30, ,27
2016-10-29, ,24
2016-10-28, ,33
2015-12-12, , 
2015-12-11, ,2
2015-12-10, ,30
2015-12-09, ,20
2015-12-08, ,23
2015-12-07, ,23
2015-12-06, ,22
2015-12-05, ,25
2015-12-04, ,23
2015-12-03, ,16
2015-12-02, ,20
2015-12-01, ,19
2015-11-30, ,36
2015-11-29, ,34
2015-11-28, ,23
2015-11-27, ,8
2015-11-26, ,17
2015-11-25, ,39
2015-11-24, ,27
2015-11-23, ,24
2015-11-22, ,24
2015-11-21, ,34
2015-11-20, ,26
2015-11-19, ,33
2015-11-14, , 
2015-11-13, ,14
2015-11-12, ,29
2015-11-11, ,39
2015-11-10, ,37
2015-11-09, ,38
2015-11-08, ,23
2015-11-07, ,39
2015-11-06, ,41
2015-11-05, ,31
2015-11-04, ,26
2015-11-03, ,13
